,accession,trivname
46801,D6R9Y2,D6R9Y2_HUMAN
46802,A0A6I8PL46,A0A6I8PL46_HUMAN
46803,H3BME8,H3BME8_HUMAN
46804,A0A087WT57,A0A087WT57_HUMAN
46805,H3BV76,H3BV76_HUMAN
46806,A0A1B0GU82,A0A1B0GU82_HUMAN
46807,A0A1W2PRX2,A0A1W2PRX2_HUMAN
46808,E9PM27,E9PM27_HUMAN
46809,M0QYM2,M0QYM2_HUMAN
46810,M0R155,M0R155_HUMAN
46811,H7C0T5,H7C0T5_HUMAN
46812,H0Y856,H0Y856_HUMAN
46813,A0A3B3ITT2,A0A3B3ITT2_HUMAN
46814,F8WCS2,F8WCS2_HUMAN
46815,F8WAC1,F8WAC1_HUMAN
46816,K7EQ39,K7EQ39_HUMAN
46817,H0Y2X3,H0Y2X3_HUMAN
46818,H0YKD4,H0YKD4_HUMAN
46819,J3KRL3,J3KRL3_HUMAN
46820,V9GYQ4,V9GYQ4_HUMAN
46821,A0A0A0MSR0,A0A0A0MSR0_HUMAN
46822,F5H2K9,F5H2K9_HUMAN
46823,A0A5K1VW68,A0A5K1VW68_HUMAN
46824,A0A5F9ZHI8,A0A5F9ZHI8_HUMAN
46825,C9J1B9,C9J1B9_HUMAN
46826,D6RAD9,D6RAD9_HUMAN
46827,H0YDQ7,H0YDQ7_HUMAN
46828,A0A075B769,A0A075B769_HUMAN
46829,A0A140T9W5,A0A140T9W5_HUMAN
46830,A0A6Q8PGS0,A0A6Q8PGS0_HUMAN
46831,B4DSZ9,B4DSZ9_HUMAN
46832,F5H6T1,F5H6T1_HUMAN
46833,G3V1Z2,G3V1Z2_HUMAN
46834,F2Z3I6,F2Z3I6_HUMAN
46835,F2Z2L1,F2Z2L1_HUMAN
46836,Q6ZSL4,Q6ZSL4_HUMAN
46837,B8ZZ85,B8ZZ85_HUMAN
46838,Q6PIF1,Q6PIF1_HUMAN
46839,Q5QT33,Q5QT33_HUMAN
46840,G3V1P3,G3V1P3_HUMAN
46841,A0A7I2V2G2,A0A7I2V2G2_HUMAN
46842,A0A0A0MRN5,A0A0A0MRN5_HUMAN
46843,B7Z589,B7Z589_HUMAN
46844,B5MD04,B5MD04_HUMAN
46845,A0A096LNI6,A0A096LNI6_HUMAN
46846,Q5T4A9,Q5T4A9_HUMAN
46847,A0A6Q8PGK8,A0A6Q8PGK8_HUMAN
46848,A0A087X0Q7,A0A087X0Q7_HUMAN
46849,Q86WV2,Q86WV2_HUMAN
46850,B4DGW9,B4DGW9_HUMAN
46851,B4DEW4,B4DEW4_HUMAN
46852,E6ZCI6,E6ZCI6_HUMAN
46853,A0A0C4DFN5,A0A0C4DFN5_HUMAN
46854,F8WCN3,F8WCN3_HUMAN
46855,B4DTX8,B4DTX8_HUMAN
46856,B4DSU6,B4DSU6_HUMAN
46857,M0QXV4,M0QXV4_HUMAN
46858,C8C3P2,C8C3P2_HUMAN
46859,A0A0G2JPU2,A0A0G2JPU2_HUMAN
46860,E5RIR1,E5RIR1_HUMAN
46861,Q5RJ27,Q5RJ27_HUMAN
46862,F6M2K2,F6M2K2_HUMAN
46863,Q96DC0,Q96DC0_HUMAN
46864,D1MQ08,D1MQ08_HUMAN
46865,H3BNG0,H3BNG0_HUMAN
46866,F5H3M3,F5H3M3_HUMAN
46867,A2AAZ2,A2AAZ2_HUMAN
46868,E9PJ02,E9PJ02_HUMAN
46869,Q5TCH5,Q5TCH5_HUMAN
46870,A0A384DVL8,A0A384DVL8_HUMAN
46871,A0A0C4DFP5,A0A0C4DFP5_HUMAN
46872,U3KPU7,U3KPU7_HUMAN
46873,Q9Y602,Q9Y602_HUMAN
46874,Q53F23,Q53F23_HUMAN
46875,C9JM35,C9JM35_HUMAN
46876,A0A494C0J6,A0A494C0J6_HUMAN
46877,A0A0G2JQT9,A0A0G2JQT9_HUMAN
46878,M0R2U2,M0R2U2_HUMAN
46879,F5H3S4,F5H3S4_HUMAN
46880,B3KQ07,B3KQ07_HUMAN
46881,I3VM54,I3VM54_HUMAN
46882,H9NIL4,H9NIL4_HUMAN
46883,V9H0V9,V9H0V9_HUMAN
46884,I3L1A2,I3L1A2_HUMAN
46885,B4DXR6,B4DXR6_HUMAN
46886,B9ZVT1,B9ZVT1_HUMAN
46887,D6R9A1,D6R9A1_HUMAN
46888,E9PS94,E9PS94_HUMAN
46889,B4DQI4,B4DQI4_HUMAN
46890,H0YKW6,H0YKW6_HUMAN
46891,I3NI24,I3NI24_HUMAN
46892,H0YLG1,H0YLG1_HUMAN
46893,E9PF00,E9PF00_HUMAN
46894,E9PLM9,E9PLM9_HUMAN
46895,J3KQA0,J3KQA0_HUMAN
46896,B4DXL1,B4DXL1_HUMAN
46897,B4DQF9,B4DQF9_HUMAN
46898,A0A3B3IS67,A0A3B3IS67_HUMAN
46899,F5H7J9,F5H7J9_HUMAN
46900,B4DEW2,B4DEW2_HUMAN
46901,F5H1Y4,F5H1Y4_HUMAN
46902,A8MV53,A8MV53_HUMAN
46903,E9PI42,E9PI42_HUMAN
46904,G3V1Z7,G3V1Z7_HUMAN
46905,O95090,O95090_HUMAN
46906,Q659G3,Q659G3_HUMAN
46907,A0A2H2FJL5,A0A2H2FJL5_HUMAN
46908,G3V1X1,G3V1X1_HUMAN
46909,E9PHZ2,E9PHZ2_HUMAN
46910,B4DY09,B4DY09_HUMAN
46911,H3BND4,H3BND4_HUMAN
46912,M0R1N9,M0R1N9_HUMAN
46913,A6NG10,A6NG10_HUMAN
46914,C9J1B1,C9J1B1_HUMAN
46915,F8WBV7,F8WBV7_HUMAN
46916,G3V0G2,G3V0G2_HUMAN
46917,G3V1U3,G3V1U3_HUMAN
46918,Q658J9,Q658J9_HUMAN
46919,B4DFP7,B4DFP7_HUMAN
46920,A0A087WXB8,A0A087WXB8_HUMAN
46921,Q5T5M0,Q5T5M0_HUMAN
46922,Q5H9D7,Q5H9D7_HUMAN
46923,Q9BQU0,Q9BQU0_HUMAN
46924,Q5I0G2,Q5I0G2_HUMAN
46925,F8WB95,F8WB95_HUMAN
46926,A0A0G2JK02,A0A0G2JK02_HUMAN
46927,F8VPA1,F8VPA1_HUMAN
46928,Q1PHJ2,Q1PHJ2_HUMAN
46929,H0YH35,H0YH35_HUMAN
46930,G3V4K0,G3V4K0_HUMAN
46931,A0A1W2PSE7,A0A1W2PSE7_HUMAN
46932,A0A126GW95,A0A126GW95_HUMAN
46933,B1AMS2,B1AMS2_HUMAN
46934,F6SXL5,F6SXL5_HUMAN
46935,E5RHT7,E5RHT7_HUMAN
46936,H0YDF9,H0YDF9_HUMAN
46937,G3V1Y7,G3V1Y7_HUMAN
46938,D6W601,D6W601_HUMAN
46939,G3XAL0,G3XAL0_HUMAN
46940,J3QK82,J3QK82_HUMAN
46941,D6RHZ6,D6RHZ6_HUMAN
46942,H3BSI3,H3BSI3_HUMAN
46943,G5EA42,G5EA42_HUMAN
46944,Q8WYS2,Q8WYS2_HUMAN
46945,E5RJX2,E5RJX2_HUMAN
46946,B4E1C5,B4E1C5_HUMAN
46947,A0A3B3IT45,A0A3B3IT45_HUMAN
46948,Q68CX2,Q68CX2_HUMAN
46949,Q6PK65,Q6PK65_HUMAN
46950,A0A087WVG1,A0A087WVG1_HUMAN
46951,K4DI92,K4DI92_HUMAN
46952,Q8TDQ4,Q8TDQ4_HUMAN
46953,A6NLN1,A6NLN1_HUMAN
46954,B3KQY3,B3KQY3_HUMAN
46955,J3KRY5,J3KRY5_HUMAN
46956,A0A1B0GW34,A0A1B0GW34_HUMAN
46957,Q8N6B5,Q8N6B5_HUMAN
46958,K7EIR7,K7EIR7_HUMAN
46959,G5E9J0,G5E9J0_HUMAN
46960,K7ERS8,K7ERS8_HUMAN
46961,A6XMV9,A6XMV9_HUMAN
46962,Q86U25,Q86U25_HUMAN
46963,G5E9W0,G5E9W0_HUMAN
46964,A0A0D9SFM0,A0A0D9SFM0_HUMAN
46965,A8MT14,A8MT14_HUMAN
46966,A0A0G2JQU7,A0A0G2JQU7_HUMAN
46967,A2AB06,A2AB06_HUMAN
46968,Q8ND98,Q8ND98_HUMAN
46969,K7ENB6,K7ENB6_HUMAN
46970,G5E9C7,G5E9C7_HUMAN
46971,G5EA06,G5EA06_HUMAN
46972,K7ENR4,K7ENR4_HUMAN
46973,A0A0G2JL76,A0A0G2JL76_HUMAN
46974,Q5T376,Q5T376_HUMAN
46975,H2E272,H2E272_HUMAN
46976,B9VVT8,B9VVT8_HUMAN
46977,C9J082,C9J082_HUMAN
46978,E7EUV6,E7EUV6_HUMAN
46979,A0A087WVX1,A0A087WVX1_HUMAN
46980,G3V1P2,G3V1P2_HUMAN
46981,E9PBQ8,E9PBQ8_HUMAN
46982,G3V120,G3V120_HUMAN
46983,B4DQ75,B4DQ75_HUMAN
46984,Q8J015,Q8J015_HUMAN
46985,E9PNX6,E9PNX6_HUMAN
46986,A0A7I2V2T1,A0A7I2V2T1_HUMAN
46987,G3V0E4,G3V0E4_HUMAN
46988,Q6FGH4,Q6FGH4_HUMAN
46989,A0A0A0MQT0,A0A0A0MQT0_HUMAN
46990,S4R3Z2,S4R3Z2_HUMAN
46991,Q8TCC6,Q8TCC6_HUMAN
46992,I3L1T1,I3L1T1_HUMAN
46993,A0A1W2PQV0,A0A1W2PQV0_HUMAN
46994,Q7Z3Z5,Q7Z3Z5_HUMAN
46995,H3BR75,H3BR75_HUMAN
46996,A0A4W9A917,A0A4W9A917_HUMAN
46997,E9PM18,E9PM18_HUMAN
46998,Q9BRX7,Q9BRX7_HUMAN
46999,B3KNX7,B3KNX7_HUMAN
47000,B6VEX4,B6VEX4_HUMAN
47001,E9PIM3,E9PIM3_HUMAN
47002,Q96GL6,Q96GL6_HUMAN
47003,G3V1D7,G3V1D7_HUMAN
47004,A8MTS1,A8MTS1_HUMAN
47005,I3L4L7,I3L4L7_HUMAN
47006,G3V1A3,G3V1A3_HUMAN
47007,H3BPS7,H3BPS7_HUMAN
47008,A0A087WZQ7,A0A087WZQ7_HUMAN
47009,C9JA90,C9JA90_HUMAN
47010,H0Y9G7,H0Y9G7_HUMAN
47011,D6RBC5,D6RBC5_HUMAN
47012,A0A494C1B4,A0A494C1B4_HUMAN
47013,B4DT40,B4DT40_HUMAN
47014,F8WCE3,F8WCE3_HUMAN
47015,A0A0G2JM58,A0A0G2JM58_HUMAN
47016,Q5FC02,Q5FC02_HUMAN
47017,A8MXP9,A8MXP9_HUMAN
47018,F2Z2F0,F2Z2F0_HUMAN
47019,I3L4V2,I3L4V2_HUMAN
47020,G3V220,G3V220_HUMAN
47021,H0Y6V4,H0Y6V4_HUMAN
47022,F2Z2U4,F2Z2U4_HUMAN
47023,A0A590UJK0,A0A590UJK0_HUMAN
47024,A0A5H1ZRT4,A0A5H1ZRT4_HUMAN
47025,A0A2R8Y5S9,A0A2R8Y5S9_HUMAN
47026,J3QQZ3,J3QQZ3_HUMAN
47027,A8DN24,A8DN24_HUMAN
47028,E7EST6,E7EST6_HUMAN
47029,B7ZME0,B7ZME0_HUMAN
47030,G3XAN5,G3XAN5_HUMAN
47031,A8MUN0,A8MUN0_HUMAN
47032,H3BSK2,H3BSK2_HUMAN
47033,H7C078,H7C078_HUMAN
47034,H7C1V5,H7C1V5_HUMAN
47035,A0A0G2JJL7,A0A0G2JJL7_HUMAN
47036,A0A087WWU9,A0A087WWU9_HUMAN
47037,E5RI33,E5RI33_HUMAN
47038,Q5I0Y5,Q5I0Y5_HUMAN
47039,H0YEB0,H0YEB0_HUMAN
47040,F2Z3P0,F2Z3P0_HUMAN
47041,F2Z3P4,F2Z3P4_HUMAN
47042,V9GY14,V9GY14_HUMAN
47043,E5RHG0,E5RHG0_HUMAN
47044,A0A0G2JL33,A0A0G2JL33_HUMAN
47045,F8SNU6,F8SNU6_HUMAN
47046,B7ZM79,B7ZM79_HUMAN
47047,F5H215,F5H215_HUMAN
47048,H3BMP2,H3BMP2_HUMAN
47049,B4E3F4,B4E3F4_HUMAN
47050,F2Z3F0,F2Z3F0_HUMAN
47051,A0A6I8PLD9,A0A6I8PLD9_HUMAN
47052,A0A087WZL1,A0A087WZL1_HUMAN
47053,E7ENJ0,E7ENJ0_HUMAN
47054,Q2M3K9,Q2M3K9_HUMAN
47055,G5E9U7,G5E9U7_HUMAN
47056,B1APM2,B1APM2_HUMAN
47057,B4DP64,B4DP64_HUMAN
47058,A0A0A0MRE5,A0A0A0MRE5_HUMAN
47059,B2RNG4,B2RNG4_HUMAN
47060,G3V544,G3V544_HUMAN
47061,Q6ZSX4,Q6ZSX4_HUMAN
47062,G3V1E1,G3V1E1_HUMAN
47063,F8WE76,F8WE76_HUMAN
47064,J3KRU5,J3KRU5_HUMAN
47065,Q9NSS8,Q9NSS8_HUMAN
47066,J3QT58,J3QT58_HUMAN
47067,A0A087WYP8,A0A087WYP8_HUMAN
47068,H0YL28,H0YL28_HUMAN
47069,A0A0B4J2E3,A0A0B4J2E3_HUMAN
47070,V9GYE3,V9GYE3_HUMAN
47071,A0A1W2PNZ5,A0A1W2PNZ5_HUMAN
47072,B4E3Q4,B4E3Q4_HUMAN
47073,B7Z5R6,B7Z5R6_HUMAN
47074,A0A0G2JPY8,A0A0G2JPY8_HUMAN
47075,Q9BR81,Q9BR81_HUMAN
47076,G5E9N5,G5E9N5_HUMAN
47077,F5H4R5,F5H4R5_HUMAN
47078,B6DU75,B6DU75_HUMAN
47079,B7Z1Y6,B7Z1Y6_HUMAN
47080,I3L2P5,I3L2P5_HUMAN
47081,Q6P090,Q6P090_HUMAN
47082,H3BP89,H3BP89_HUMAN
47083,A0A0G2JNI5,A0A0G2JNI5_HUMAN
47084,Q5FC07,Q5FC07_HUMAN
47085,H0YLQ7,H0YLQ7_HUMAN
47086,A0A126GW86,A0A126GW86_HUMAN
47087,A0A2R8Y5V9,A0A2R8Y5V9_HUMAN
47088,B4DV12,B4DV12_HUMAN
47089,G0LNT7,G0LNT7_HUMAN
47090,D6RIE8,D6RIE8_HUMAN
47091,B4DXZ6,B4DXZ6_HUMAN
47092,A0A087WZC2,A0A087WZC2_HUMAN
47093,A0A087WZF6,A0A087WZF6_HUMAN
47094,A0A7I2V3D9,A0A7I2V3D9_HUMAN
47095,Q9BS19,Q9BS19_HUMAN
47096,B5MBW9,B5MBW9_HUMAN
47097,C9J1P2,C9J1P2_HUMAN
47098,F2Z3F2,F2Z3F2_HUMAN
47099,A0A286YFA5,A0A286YFA5_HUMAN
47100,A0A087X2F1,A0A087X2F1_HUMAN
47101,A8MTQ3,A8MTQ3_HUMAN
47102,J3KN39,J3KN39_HUMAN
47103,B1AP22,B1AP22_HUMAN
47104,G3V1B8,G3V1B8_HUMAN
47105,M0QXG9,M0QXG9_HUMAN
47106,E7ETU5,E7ETU5_HUMAN
47107,C9JTY4,C9JTY4_HUMAN
47108,A0A087WTD6,A0A087WTD6_HUMAN
47109,Q9P1G8,Q9P1G8_HUMAN
47110,Q6P2R3,Q6P2R3_HUMAN
47111,F8WDE8,F8WDE8_HUMAN
47112,E9PLP0,E9PLP0_HUMAN
47113,Q5BJH1,Q5BJH1_HUMAN
47114,Q6LCZ7,Q6LCZ7_HUMAN
47115,B7XGB9,B7XGB9_HUMAN
47116,B7Z4J8,B7Z4J8_HUMAN
47117,A0A087WVN7,A0A087WVN7_HUMAN
47118,A0A0G2JI07,A0A0G2JI07_HUMAN
47119,B4E021,B4E021_HUMAN
47120,G3V1M9,G3V1M9_HUMAN
47121,F8VZS2,F8VZS2_HUMAN
47122,Q8NDN3,Q8NDN3_HUMAN
47123,B1AKB4,B1AKB4_HUMAN
47124,D2WEZ3,D2WEZ3_HUMAN
47125,Q4G104,Q4G104_HUMAN
47126,Q9Y4H5,Q9Y4H5_HUMAN
47127,D7F472,D7F472_HUMAN
47128,Q53GI4,Q53GI4_HUMAN
47129,D3DX49,D3DX49_HUMAN
47130,B7ZM11,B7ZM11_HUMAN
47131,F5H0P0,F5H0P0_HUMAN
47132,G3V556,G3V556_HUMAN
47133,B4DJK6,B4DJK6_HUMAN
47134,Q7RTN0,Q7RTN0_HUMAN
47135,Q8TBB7,Q8TBB7_HUMAN
47136,G5E9X1,G5E9X1_HUMAN
47137,A0A7I2V2W9,A0A7I2V2W9_HUMAN
47138,Q8N4M4,Q8N4M4_HUMAN
47139,A0A0C4DFQ5,A0A0C4DFQ5_HUMAN
47140,E9PAN7,E9PAN7_HUMAN
47141,G5E9Y3,G5E9Y3_HUMAN
47142,Q5FC05,Q5FC05_HUMAN
47143,A0A2H4UKA7,A0A2H4UKA7_HUMAN
47144,A0A0D9SFC7,A0A0D9SFC7_HUMAN
47145,B3KT41,B3KT41_HUMAN
47146,J3KND1,J3KND1_HUMAN
47147,E7ENB6,E7ENB6_HUMAN
47148,A1YLA1,A1YLA1_HUMAN
47149,E5RHT0,E5RHT0_HUMAN
47150,B7Z8B3,B7Z8B3_HUMAN
47151,E7ETV8,E7ETV8_HUMAN
47152,I3L419,I3L419_HUMAN
47153,K7EQD6,K7EQD6_HUMAN
47154,A0A126GVZ9,A0A126GVZ9_HUMAN
47155,A0A2R8Y787,A0A2R8Y787_HUMAN
47156,E7EST5,E7EST5_HUMAN
47157,D6REZ2,D6REZ2_HUMAN
47158,A0A0G2JI40,A0A0G2JI40_HUMAN
47159,A0A0G2JIE7,A0A0G2JIE7_HUMAN
47160,A0A0G2JNI1,A0A0G2JNI1_HUMAN
47161,B1AK85,B1AK85_HUMAN
47162,B7Z896,B7Z896_HUMAN
47163,A0A2R8YCK2,A0A2R8YCK2_HUMAN
47164,A0A0S2Z4A4,A0A0S2Z4A4_HUMAN
47165,I3L3U7,I3L3U7_HUMAN
47166,A8MUI2,A8MUI2_HUMAN
47167,A0A6Q8PF08,A0A6Q8PF08_HUMAN
47168,A1A4Z1,A1A4Z1_HUMAN
47169,A0A0B4J298,A0A0B4J298_HUMAN
47170,A0A6Q8PG00,A0A6Q8PG00_HUMAN
47171,J3QRT9,J3QRT9_HUMAN
47172,G3V1D3,G3V1D3_HUMAN
47173,K7EPJ0,K7EPJ0_HUMAN
47174,A0A087X199,A0A087X199_HUMAN
47175,B4DXW7,B4DXW7_HUMAN
47176,H7C5P0,H7C5P0_HUMAN
47177,H7C5T8,H7C5T8_HUMAN
47178,B4DI05,B4DI05_HUMAN
47179,B1ALG2,B1ALG2_HUMAN
47180,F5H5V0,F5H5V0_HUMAN
47181,B4DLR6,B4DLR6_HUMAN
47182,K7ESL1,K7ESL1_HUMAN
47183,J3KST7,J3KST7_HUMAN
47184,G3V173,G3V173_HUMAN
47185,Q08E91,Q08E91_HUMAN
47186,I6L9E5,I6L9E5_HUMAN
47187,A0A6Q8PEY3,A0A6Q8PEY3_HUMAN
47188,H1UBN3,H1UBN3_HUMAN
47189,K7EIP0,K7EIP0_HUMAN
47190,A0A217FLJ2,A0A217FLJ2_HUMAN
47191,A0A0B4J2E2,A0A0B4J2E2_HUMAN
47192,B4DED4,B4DED4_HUMAN
47193,E9PAS2,E9PAS2_HUMAN
47194,B7Z8V7,B7Z8V7_HUMAN
47195,D6RBC3,D6RBC3_HUMAN
47196,Q68DW7,Q68DW7_HUMAN
47197,H3BSU0,H3BSU0_HUMAN
47198,V9GYT6,V9GYT6_HUMAN
47199,C9JEH3,C9JEH3_HUMAN
47200,E9PKX0,E9PKX0_HUMAN
47201,J3QL35,J3QL35_HUMAN
47202,A0A3P9MRF3,A0A3P9MRF3_HUMAN
47203,A0A1P0B7D2,A0A1P0B7D2_HUMAN
47204,C9IZZ2,C9IZZ2_HUMAN
47205,A0A024R161,A0A024R161_HUMAN
47206,A0A1B0GVA3,A0A1B0GVA3_HUMAN
47207,K7ESC1,K7ESC1_HUMAN
47208,A0A286YFB7,A0A286YFB7_HUMAN
47209,Q6NXR6,Q6NXR6_HUMAN
47210,U3KPS2,U3KPS2_HUMAN
47211,Q05BZ3,Q05BZ3_HUMAN
47212,E9PJR4,E9PJR4_HUMAN
47213,C9J2N4,C9J2N4_HUMAN
47214,G5E9Y8,G5E9Y8_HUMAN
47215,E9PPI2,E9PPI2_HUMAN
47216,A0A7I2V3Y3,A0A7I2V3Y3_HUMAN
47217,A0A0G2JIN5,A0A0G2JIN5_HUMAN
47218,A0A0A0MSU3,A0A0A0MSU3_HUMAN
47219,E9PLJ4,E9PLJ4_HUMAN
47220,Q3ZCN8,Q3ZCN8_HUMAN
47221,U3KQB3,U3KQB3_HUMAN
47222,H3BS33,H3BS33_HUMAN
47223,H3BP68,H3BP68_HUMAN
47224,G5E9V4,G5E9V4_HUMAN
47225,H0Y426,H0Y426_HUMAN
47226,A2AB93,A2AB93_HUMAN
47227,H3BND0,H3BND0_HUMAN
47228,Q3T1A9,Q3T1A9_HUMAN
47229,C9K0I4,C9K0I4_HUMAN
47230,E5RJC2,E5RJC2_HUMAN
47231,B1AH95,B1AH95_HUMAN
47232,F2Z3P7,F2Z3P7_HUMAN
47233,G3V148,G3V148_HUMAN
47234,Q8WUE2,Q8WUE2_HUMAN
47235,S4R3M1,S4R3M1_HUMAN
47236,D6RED5,D6RED5_HUMAN
47237,C9JKF3,C9JKF3_HUMAN
47238,E7EV59,E7EV59_HUMAN
47239,A0A5K1U1N8,A0A5K1U1N8_HUMAN
47240,Q96J85,Q96J85_HUMAN
47241,H3BU10,H3BU10_HUMAN
47242,H3BRY7,H3BRY7_HUMAN
47243,A0A0U1RQW3,A0A0U1RQW3_HUMAN
47244,B3KW44,B3KW44_HUMAN
47245,B5MCE7,B5MCE7_HUMAN
47246,B3KWT0,B3KWT0_HUMAN
47247,Q7Z2R1,Q7Z2R1_HUMAN
47248,A0A0C4DFY7,A0A0C4DFY7_HUMAN
47249,Q96HV7,Q96HV7_HUMAN
47250,Q6P7P1,Q6P7P1_HUMAN
47251,E9PBK2,E9PBK2_HUMAN
47252,X6R7S7,X6R7S7_HUMAN
47253,D6R933,D6R933_HUMAN
47254,Q1PHJ8,Q1PHJ8_HUMAN
47255,Q7Z755,Q7Z755_HUMAN
47256,A3KN61,A3KN61_HUMAN
47257,J3KPH2,J3KPH2_HUMAN
47258,A3EY21,A3EY21_HUMAN
47259,E9PJV8,E9PJV8_HUMAN
47260,A0A286YFC4,A0A286YFC4_HUMAN
47261,E5RI58,E5RI58_HUMAN
47262,F6RP93,F6RP93_HUMAN
47263,A0A7I2YQ70,A0A7I2YQ70_HUMAN
47264,I3L2X0,I3L2X0_HUMAN
47265,B5MDE0,B5MDE0_HUMAN
47266,B7WNT5,B7WNT5_HUMAN
47267,B7ZAZ8,B7ZAZ8_HUMAN
47268,B4DFJ8,B4DFJ8_HUMAN
47269,A0A0G2JJP1,A0A0G2JJP1_HUMAN
47270,D6RA24,D6RA24_HUMAN
47271,B7Z4L1,B7Z4L1_HUMAN
47272,B0AZR9,B0AZR9_HUMAN
47273,C9J7K9,C9J7K9_HUMAN
47274,Q5VVF0,Q5VVF0_HUMAN
47275,A0A494C167,A0A494C167_HUMAN
47276,B4DZ31,B4DZ31_HUMAN
47277,C9J973,C9J973_HUMAN
47278,Q495G5,Q495G5_HUMAN
47279,B4DJG1,B4DJG1_HUMAN
47280,Q71MG5,Q71MG5_HUMAN
47281,Q8NBU1,Q8NBU1_HUMAN
47282,Q8TAJ8,Q8TAJ8_HUMAN
47283,F8W7R6,F8W7R6_HUMAN
47284,A0A087WVR6,A0A087WVR6_HUMAN
47285,H3BSR4,H3BSR4_HUMAN
47286,I3L1Y2,I3L1Y2_HUMAN
47287,B4DFN3,B4DFN3_HUMAN
47288,Q6L981,Q6L981_HUMAN
47289,B4DQX9,B4DQX9_HUMAN
47290,Q6P2Q0,Q6P2Q0_HUMAN
47291,A0A3B3IRL2,A0A3B3IRL2_HUMAN
47292,A0A0D9SFS5,A0A0D9SFS5_HUMAN
47293,K7EIY2,K7EIY2_HUMAN
47294,F8VVB8,F8VVB8_HUMAN
47295,B7Z8R7,B7Z8R7_HUMAN
47296,A0A087X0Z2,A0A087X0Z2_HUMAN
47297,G3V387,G3V387_HUMAN
47298,Q5JQP8,Q5JQP8_HUMAN
47299,A0A0G2JP41,A0A0G2JP41_HUMAN
47300,K9N2Q6,K9N2Q6_HUMAN
47301,I3L1A0,I3L1A0_HUMAN
47302,G5EA29,G5EA29_HUMAN
47303,A0A1B0GTS4,A0A1B0GTS4_HUMAN
47304,F8W978,F8W978_HUMAN
47305,A0A024R4K9,A0A024R4K9_HUMAN
47306,A0A024RB15,A0A024RB15_HUMAN
47307,F5GWQ8,F5GWQ8_HUMAN
47308,O78179,O78179_HUMAN
47309,A0A2R8Y2R4,A0A2R8Y2R4_HUMAN
47310,A0A140TA43,A0A140TA43_HUMAN
47311,Q5T8T7,Q5T8T7_HUMAN
47312,A0A590UK11,A0A590UK11_HUMAN
47313,A6NHG8,A6NHG8_HUMAN
47314,A0A0G2JM09,A0A0G2JM09_HUMAN
47315,A0A087WXR3,A0A087WXR3_HUMAN
47316,A2ABF0,A2ABF0_HUMAN
47317,A0A087X1N0,A0A087X1N0_HUMAN
47318,A6NMU8,A6NMU8_HUMAN
47319,J3KNB3,J3KNB3_HUMAN
47320,K9N1J3,K9N1J3_HUMAN
47321,I6L894,I6L894_HUMAN
47322,F8WEA8,F8WEA8_HUMAN
47323,G5E9G1,G5E9G1_HUMAN
47324,B2CM72,B2CM72_HUMAN
47325,B7Z2R4,B7Z2R4_HUMAN
47326,E9PIU7,E9PIU7_HUMAN
47327,K7EQF6,K7EQF6_HUMAN
47328,C9JLZ4,C9JLZ4_HUMAN
47329,K7EPY4,K7EPY4_HUMAN
47330,E5RJE6,E5RJE6_HUMAN
47331,F6UWG6,F6UWG6_HUMAN
47332,J3KR51,J3KR51_HUMAN
47333,G8JLA1,G8JLA1_HUMAN
47334,B1AKP7,B1AKP7_HUMAN
47335,I3L295,I3L295_HUMAN
47336,H0YKB3,H0YKB3_HUMAN
47337,B0AZS6,B0AZS6_HUMAN
47338,Q96D37,Q96D37_HUMAN
47339,Q5SQH5,Q5SQH5_HUMAN
47340,E7ETN2,E7ETN2_HUMAN
47341,B3VCG5,B3VCG5_HUMAN
47342,Q9BZU3,Q9BZU3_HUMAN
47343,A0A1W2PPJ2,A0A1W2PPJ2_HUMAN
47344,H7C5C5,H7C5C5_HUMAN
47345,E7EX80,E7EX80_HUMAN
47346,H3BR56,H3BR56_HUMAN
47347,A0A0C4DG80,A0A0C4DG80_HUMAN
47348,B3KWE4,B3KWE4_HUMAN
47349,F6XTU0,F6XTU0_HUMAN
47350,R4GMV2,R4GMV2_HUMAN
47351,A0A0G2JJA7,A0A0G2JJA7_HUMAN
47352,F8VP72,F8VP72_HUMAN
47353,A0A2R8Y5P7,A0A2R8Y5P7_HUMAN
47354,Q96PJ7,Q96PJ7_HUMAN
47355,A0A6Q8PGI8,A0A6Q8PGI8_HUMAN
47356,F6WLT2,F6WLT2_HUMAN
47357,A0A0G2JI86,A0A0G2JI86_HUMAN
47358,F2Z3H8,F2Z3H8_HUMAN
47359,A0A1B0GUW8,A0A1B0GUW8_HUMAN
47360,E2QRP0,E2QRP0_HUMAN
47361,G5E9Q8,G5E9Q8_HUMAN
47362,C9JPQ5,C9JPQ5_HUMAN
47363,A0A0G2JJZ9,A0A0G2JJZ9_HUMAN
47364,B7Z3B5,B7Z3B5_HUMAN
47365,A0A0A0MS09,A0A0A0MS09_HUMAN
47366,D6RDN8,D6RDN8_HUMAN
47367,O95205,O95205_HUMAN
47368,M0QZN6,M0QZN6_HUMAN
47369,H3BUZ0,H3BUZ0_HUMAN
47370,E9PJK8,E9PJK8_HUMAN
47371,F2Z2U6,F2Z2U6_HUMAN
47372,A0A0A6YYI9,A0A0A6YYI9_HUMAN
47373,H3BVF7,H3BVF7_HUMAN
47374,C9J6M9,C9J6M9_HUMAN
